,Name,Ticker,Market Cap (B),Enterprise Value (B),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta (5Y Monthly),52 Week Change (%),S&P500 52-Week Change (%),52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol 3 month (M),Avg Vol 10 day (M),Shares Outstanding,Implied Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (M),Short Ratio (M),Short % of Float,Short % of Shares Outstanding,Shares Short,Forward Annual Dividend Rate,Forward Annual Dividend Yield (%),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield (%),5 Year Average Dividend Yield,Payout Ratio (%),Last Split Factor (x:1),Profit Margin (%),Operating Margin (ttm) (%),Return on Assets (ttm) (%),Return on Equity (ttm) (%),Revenue (ttm) (B),Revenue Per Share (ttm),Quarterly Revenue Growth (yoy) (%),Gross Profit (ttm) (B),EBITDA (B),Net Income Avi to Common (ttm) (B),Diluted EPS (ttm),Quarterly Earnings Growth (yoy) (%),Total Cash (mrq) (B),Total Cash Per Share (mrq),Total Debt (mrq) (B),Total Debt/Equity (mrq),Current Ratio (mrq),Book Value Per Share (mrq),Operating Cash Flow (ttm) (B),Levered Free Cash Flow (ttm) (B),Dividend Date,Ex-Dividend Date,Last Split Date,Fiscal Year Ends,Most Recent Quarter (mrq)
35,"AvalonBay Communities, Inc. ",AVB,23.84,31.71,20.97,35.71,2.98,9.19,2.12,12.23,14.44,0.92,0.0,0.0,258.81,153.07,171.06,180.88,0.0,0.0,0.14,0.0,0.14,0.0,93.0,0.0,2.88,2.0,2.0,0.0,6.6,4.0,6.36,4.0,3.27,78.0,0.89,44.0,30.0,2.0,10.0,2.61,18.68,9.0,1.69,1.61,1.13,8.11,-28.0,0.62,4.41,8.48,75.32,1.49,80.54,1.42,1.18,2023-04-16,2023-03-29,2013-01-06,2022-12-30,2022-12-30
36,Fortive Corporation ,FTV,22.98,25.69,30.98,19.38,2.03,4.03,2.37,4.41,17.87,1.17,0.0,0.0,69.78,52.47,66.81,64.19,0.0,0.0,0.35,0.0,0.35,0.0,96.0,0.0,2.85,2.0,1.0,0.0,0.28,0.0,0.28,0.0,0.4,13.0,1.2,13.0,18.0,4.0,8.0,5.83,16.35,11.0,3.36,1.49,0.76,2.1,38.0,0.71,2.01,3.42,35.31,0.91,27.44,1.3,1.14,2023-06-29,2023-05-24,2020-10-08,2022-12-30,2022-12-30
37,Albemarle Corporation ,ALB,23.66,25.48,8.83,7.04,0.46,3.25,2.96,3.48,8.92,1.58,0.0,0.0,334.55,185.15,240.95,253.19,0.0,0.0,0.12,0.0,0.12,0.0,87.0,0.01,3.63,6.0,5.0,0.01,1.6,1.0,1.58,1.0,1.29,7.0,2.0,37.0,35.0,12.0,40.0,7.32,62.5,193.0,3.08,2.87,2.69,22.83,0.0,1.5,12.79,3.35,40.92,1.89,68.13,1.91,-0.27,2023-04-02,2023-03-15,2007-03-01,2022-12-30,2022-12-30
38,"Quanta Services, Inc. ",PWR,23.58,27.12,49.32,23.04,2.01,1.42,4.38,1.59,18.42,1.09,0.0,0.0,168.75,106.33,158.4,144.33,0.0,0.0,0.14,0.0,0.14,1.0,91.0,0.0,3.51,3.0,3.0,0.0,0.32,0.0,0.29,0.0,0.0,9.0,1.5,3.0,5.0,4.0,10.0,17.07,118.99,13.0,2.53,1.48,0.49,3.33,55.0,0.43,2.98,3.98,73.64,1.62,37.67,1.13,0.43,2023-04-17,2023-04-05,2000-04-09,2022-12-30,2022-12-30
39,International Flavors & Fragrances Inc. ,IFF,23.68,34.82,0.0,19.23,1.25,1.9,1.34,2.8,-316.51,1.1,0.0,0.0,135.17,81.53,93.45,104.0,0.0,0.0,0.26,0.0,0.25,0.0,97.0,0.0,2.21,2.0,2.0,0.0,3.24,3.0,3.2,3.0,2.41,0.0,3.0,-15.0,9.0,2.0,-10.0,12.44,48.78,-6.0,4.15,2.24,-1.87,-7.38,0.0,0.48,1.89,11.64,65.48,1.99,69.36,0.4,0.66,2023-04-05,2023-03-22,1994-01-19,2022-12-30,2022-12-30
40,Genuine Parts Company ,GPC,23.29,26.8,19.9,18.48,1.92,1.07,6.14,1.21,13.44,0.91,0.0,0.0,187.73,125.55,168.44,163.85,0.0,0.0,0.14,0.0,0.14,0.0,82.0,0.0,2.34,2.0,2.0,0.0,3.8,2.0,3.58,2.0,2.83,43.0,1.5,5.0,8.0,7.0,32.0,22.1,156.19,15.0,7.74,2.03,1.18,8.32,-2.0,0.65,4.64,4.45,117.01,1.15,26.89,1.47,0.78,2023-04-02,2023-03-01,1997-04-14,2022-12-30,2022-12-30
41,Ameren Corporation ,AEE,23.67,38.75,21.78,20.7,2.89,2.94,2.25,4.87,12.19,0.43,0.0,0.0,99.2,73.28,85.17,87.12,0.0,0.0,0.26,0.0,0.26,0.0,79.0,0.0,3.62,2.0,2.0,0.0,2.52,3.0,2.36,3.0,2.61,57.0,0.0,14.0,22.0,3.0,11.0,7.66,29.65,34.0,3.34,2.98,1.07,4.14,30.0,0.25,0.95,15.1,141.91,0.79,40.11,2.26,-1.42,2023-03-30,2023-03-13,,2022-12-30,2022-12-30
42,eBay Inc. ,EBAY,23.35,25.3,0.0,10.49,2.49,2.48,4.53,2.58,-27.38,1.36,0.0,0.0,55.86,35.92,45.4,43.89,0.0,0.0,0.54,0.0,0.54,0.0,92.0,0.01,2.48,3.0,3.0,0.01,1.0,2.0,0.88,2.0,0.0,0.0,2.38,-13.0,25.0,6.0,-17.0,9.8,17.55,-4.0,7.12,2.88,-1.27,-2.27,-66.0,7.47,13.92,9.42,182.81,2.17,9.56,2.25,1.71,2023-03-23,2023-03-08,2015-07-19,2022-12-30,2022-12-30
43,Ingersoll Rand Inc. ,IR,22.52,23.69,38.61,21.83,1.64,3.85,2.45,4.01,18.54,1.43,0.0,0.0,60.39,39.28,56.59,51.43,0.0,0.0,0.4,0.0,0.4,0.0,99.0,0.01,2.13,2.0,2.0,0.01,0.08,0.0,0.08,0.0,0.0,6.0,1.25,10.0,15.0,4.0,6.0,5.92,14.6,14.0,2.33,1.31,0.59,1.46,-26.0,1.61,3.98,2.87,31.03,2.37,22.7,0.86,0.76,2023-03-23,2023-02-27,2013-12-01,2022-12-30,2022-12-30
44,Weyerhaeuser Company ,WY,22.62,26.12,12.2,32.47,0.0,2.25,2.1,2.56,8.55,1.49,0.0,0.0,42.86,27.37,31.17,32.15,0.0,0.0,0.73,0.0,0.73,0.0,87.0,0.01,2.8,2.0,1.0,0.01,0.76,2.0,0.72,2.0,3.54,28.0,2.0,18.0,30.0,11.0,17.0,10.18,13.73,-17.0,3.62,3.51,1.88,2.53,-97.0,1.58,2.16,5.17,48.11,1.58,14.67,2.83,2.08,2023-03-16,2023-03-01,2010-07-19,2022-12-30,2022-12-30
45,"The Hartford Financial Services Group, Inc. ",HIG,22.05,26.51,12.98,8.2,0.0,1.06,1.66,1.21,0.0,0.87,0.0,0.0,79.44,60.17,72.87,70.28,0.0,0.0,0.31,0.0,0.31,0.0,95.0,0.0,2.0,2.0,1.0,0.0,1.7,2.0,1.58,2.0,2.32,29.0,2.0,8.0,11.0,2.0,12.0,22.36,68.83,4.0,7.38,3.0,1.79,5.44,-19.0,4.09,13.06,4.5,33.01,2.09,42.2,4.01,3.31,2023-04-03,2023-03-02,1998-07-15,2022-12-30,2022-12-30
46,Entergy Corporation ,ETR,23.42,49.96,20.57,16.45,2.53,1.65,1.81,3.63,11.79,0.63,0.0,0.0,126.82,94.94,106.05,110.22,0.0,0.0,0.21,0.0,0.21,0.0,90.0,0.0,1.4,1.0,1.0,0.0,4.28,4.0,4.1,4.0,3.71,76.0,0.0,8.0,14.0,2.0,9.0,13.76,67.32,20.0,5.28,3.83,1.1,5.37,-59.0,0.22,1.06,27.02,203.4,0.64,61.4,2.59,-4.13,2023-02-28,2023-05-02,,2022-12-30,2022-12-30
47,FirstEnergy Corp. ,FE,23.97,45.47,58.94,16.58,2.76,1.92,2.36,3.65,12.06,0.42,0.0,0.0,48.85,35.32,39.88,39.69,0.0,0.0,0.57,0.0,0.51,0.0,88.0,0.01,2.12,1.0,1.0,0.01,1.56,4.0,1.56,4.0,3.97,220.0,0.33,3.0,16.0,3.0,5.0,12.27,21.49,21.0,8.23,3.66,0.41,0.71,0.0,0.16,0.28,21.95,206.23,0.61,17.77,2.68,-0.52,2023-05-31,2023-05-03,2003-04-03,2022-12-30,2022-12-30
48,Vulcan Materials Company ,VMC,22.16,26.53,37.43,29.07,1.58,3.04,3.2,3.63,17.17,0.76,0.0,0.0,197.76,137.54,175.47,169.6,0.0,0.0,0.13,0.0,0.13,0.0,92.0,0.0,1.39,1.0,1.0,0.0,1.72,1.0,1.6,1.0,0.92,36.0,3.0,8.0,14.0,5.0,9.0,7.32,55.0,8.0,1.56,1.61,0.59,4.45,-13.0,0.16,1.21,4.63,66.59,1.99,52.13,1.15,0.38,2023-03-19,2023-03-02,1999-03-10,2022-12-30,2022-12-30
49,"CBRE Group, Inc. ",CBRE,21.9,24.07,16.42,15.11,1.26,0.75,2.79,0.78,10.29,1.38,0.0,0.0,89.76,66.31,79.63,77.9,0.0,0.0,0.31,0.0,0.3,1.0,99.0,0.01,3.86,2.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,4.0,16.0,30.83,95.5,-4.0,6.62,2.08,1.41,4.27,-88.0,1.32,4.36,3.58,41.64,1.03,25.87,1.63,1.89,,2023-01-19,2006-06-01,2022-12-30,2022-12-30
0,Insulet Corporation ,PODD,21.88,22.61,0.0,256.41,0.87,16.82,45.94,17.32,214.94,0.74,0.0,0.0,326.74,181.0,300.6,274.47,0.0,0.0,0.07,0.0,0.07,0.0,103.0,0.0,1.6,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.31,18.82,20.0,0.81,0.13,0.0,0.06,-42.0,0.67,9.7,1.43,300.76,3.6,6.85,0.12,-0.0,,,,2022-12-30,2022-12-30
1,"Church & Dwight Co., Inc. ",CHD,22.11,24.51,53.92,29.59,3.87,4.15,6.34,4.56,29.47,0.45,0.0,0.0,105.28,70.16,84.88,82.63,0.0,0.0,0.24,0.0,0.24,0.0,86.0,0.0,3.34,2.0,2.0,0.0,1.09,1.0,1.05,1.0,1.23,62.0,2.0,8.0,19.0,8.0,12.0,5.38,22.13,5.0,2.25,1.2,0.41,1.68,0.0,0.27,1.11,2.85,81.59,1.18,14.31,0.89,0.55,2023-02-28,2023-02-13,2016-09-01,2022-12-30,2022-12-30
2,Extra Space Storage Inc. ,EXR,22.2,29.67,25.69,27.25,7.62,12.13,6.81,15.42,20.47,0.56,0.0,0.0,222.36,139.97,160.38,168.64,0.0,0.0,0.13,0.0,0.13,2.0,98.0,0.0,4.62,5.0,4.0,0.0,6.48,4.0,6.0,4.0,3.13,94.0,0.0,44.0,55.0,6.0,23.0,1.97,14.66,19.0,1.52,1.36,0.86,6.4,-24.0,0.15,1.09,7.71,188.96,3.07,24.34,1.24,0.71,2023-03-30,2023-03-13,,2022-12-30,2022-12-30
3,"Delta Air Lines, Inc. ",DAL,22.17,46.25,16.79,6.29,0.27,0.44,3.37,0.91,9.16,1.26,0.0,0.0,46.27,27.2,36.42,33.89,0.01,0.01,0.64,0.0,0.64,0.0,69.0,0.02,2.27,3.0,3.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,25.0,50.58,79.28,42.0,9.68,5.66,1.32,2.08,0.0,6.53,10.24,31.71,481.77,0.5,10.31,6.36,0.19,2020-03-11,2020-02-18,,2022-12-30,2022-12-30
4,Baxter International Inc. ,BAX,21.68,37.18,0.0,15.04,2.9,1.43,3.72,2.46,-69.49,0.56,0.0,0.0,78.76,37.35,40.83,52.09,0.01,0.01,0.51,0.0,0.5,0.0,89.0,0.01,1.56,2.0,2.0,0.0,1.16,3.0,1.15,3.0,1.31,0.0,1.84,-16.0,12.0,4.0,-32.0,15.11,29.99,11.0,6.03,3.26,-2.43,-4.83,-24.0,1.72,3.4,17.21,291.99,1.69,11.56,1.21,1.03,2023-04-02,2023-02-22,2015-06-30,2022-12-30,2022-12-30
5,"McCormick & Company, Incorporated ",MKC,23.07,27.92,34.86,32.57,3.51,3.64,4.74,4.37,24.11,0.55,0.0,0.0,105.19,70.6,76.03,80.57,0.0,0.0,0.25,0.0,0.26,0.0,88.0,0.01,4.25,0.0,3.0,0.01,1.56,2.0,1.5,2.0,1.54,61.0,2.0,10.0,14.0,4.0,14.0,6.39,23.83,3.0,2.27,1.11,0.67,2.47,-10.0,0.36,1.33,5.21,106.51,0.73,18.16,0.74,0.38,2023-04-23,2023-04-05,2020-11-30,2022-11-29,2023-02-27
6,"Martin Marietta Materials, Inc. ",MLM,21.5,26.57,25.27,23.87,1.82,3.51,3.0,4.31,15.04,0.87,0.0,0.0,386.73,284.99,351.07,342.66,0.0,0.0,0.06,0.0,0.05,1.0,97.0,0.0,2.35,2.0,1.0,0.0,2.64,1.0,2.54,1.0,0.81,19.0,0.0,15.0,19.0,5.0,12.0,5.73,91.98,-2.0,1.43,1.59,0.86,13.7,17.0,0.36,5.76,5.63,78.46,1.99,115.47,0.99,-0.12,2023-03-30,2023-03-02,,2022-12-30,2022-12-30
7,PPL Corporation ,PPL,21.25,35.12,30.03,18.18,3.76,2.69,1.53,4.44,13.2,0.79,0.0,0.0,31.74,23.47,27.75,28.14,0.01,0.01,0.74,0.0,0.74,0.0,73.0,0.01,2.13,2.0,2.0,0.01,0.96,3.0,0.88,3.0,5.31,91.0,1.07,10.0,18.0,2.0,5.0,7.9,10.74,54.0,2.89,2.65,0.71,0.96,42.0,0.36,0.48,14.36,103.17,0.75,18.89,1.73,-0.7,2023-04-02,2023-03-08,2015-06-01,2022-12-30,2022-12-30
8,"Hologic, Inc. ",HOLX,20.6,21.0,21.26,22.78,0.0,4.72,4.04,4.7,12.28,1.01,0.0,0.0,86.65,59.78,80.95,73.84,0.0,0.0,0.25,0.0,0.24,1.0,100.0,0.01,4.82,3.0,3.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,29.0,9.0,21.0,4.47,17.86,-27.0,3.31,1.68,0.99,3.95,-62.0,2.48,10.04,2.85,55.92,4.2,20.66,1.81,1.55,,,2008-04-02,2022-09-23,2022-12-30
9,"Monolithic Power Systems, Inc. ",MPWR,22.93,22.19,53.55,35.71,1.84,13.06,13.74,12.37,38.8,1.14,0.0,0.0,541.39,301.69,487.23,422.77,0.0,0.0,0.05,0.0,0.04,3.0,101.0,0.0,5.44,7.0,5.0,0.0,4.0,1.0,3.0,1.0,0.73,33.0,0.0,24.0,30.0,18.0,30.0,1.79,38.4,37.0,1.05,0.57,0.44,9.04,64.0,0.74,15.6,0.0,0.23,5.36,35.42,0.25,0.24,2023-04-13,2023-03-29,,2022-12-30,2022-12-30
10,"Cardinal Health, Inc. ",CAH,20.6,22.21,0.0,12.67,0.0,0.11,0.0,0.12,35.19,0.77,0.0,0.0,81.57,49.7,75.44,71.43,0.0,0.0,0.26,0.0,0.26,0.0,90.0,0.0,1.69,2.0,2.0,0.0,1.98,3.0,1.98,2.0,3.58,0.0,1.5,-1.0,1.0,2.0,0.0,193.01,713.53,13.0,6.54,2.28,-1.27,-4.51,0.0,3.65,14.18,5.26,0.0,1.04,-8.54,3.19,4.25,2023-04-14,2023-03-30,2001-04-22,2022-06-29,2022-12-30
11,Dover Corporation ,DOV,20.54,24.04,19.8,16.23,1.25,2.48,4.79,2.83,14.05,1.34,0.0,0.0,160.66,114.49,148.98,135.72,0.0,0.0,0.14,0.0,0.14,0.0,96.0,0.0,1.96,2.0,1.0,0.0,2.02,1.0,2.01,1.0,1.74,27.0,1.24,13.0,17.0,8.0,25.0,8.51,59.63,8.0,3.07,1.72,1.07,7.41,-27.0,0.38,2.73,3.9,90.88,1.23,30.68,0.81,0.46,2023-03-14,2023-02-26,2018-05-08,2022-12-30,2022-12-30
12,Teledyne Technologies Incorporated ,TDY,20.58,23.86,26.48,22.62,0.0,3.83,2.52,4.37,19.9,1.08,0.0,0.0,493.97,325.0,430.27,398.96,0.0,0.0,0.05,0.0,0.05,1.0,93.0,0.0,3.99,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,4.0,10.0,5.46,116.64,3.0,2.33,1.32,0.79,16.53,40.0,0.64,13.59,4.08,49.87,1.85,174.14,0.49,0.39,,,,2022-12-31,2022-12-31
13,"First Solar, Inc. ",FSLR,22.44,20.09,0.0,28.01,1.57,8.54,3.84,7.67,69.15,1.36,0.0,0.0,219.55,59.6,191.72,146.19,0.0,0.0,0.11,0.0,0.1,5.0,85.0,0.0,1.56,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-9.0,-2.0,-1.0,2.62,24.58,10.0,0.13,0.05,-0.04,-0.42,0.0,2.58,24.18,0.23,4.01,3.65,54.74,0.87,-0.28,,,,2022-12-30,2022-12-30
14,Hewlett Packard Enterprise Company ,HPE,20.8,31.19,24.69,7.75,0.9,0.72,1.04,1.06,8.37,1.25,0.0,0.0,17.25,11.9,15.51,14.7,0.01,0.01,1.3,0.0,1.29,0.0,85.0,0.03,2.28,3.0,2.0,0.03,0.48,3.0,0.48,3.0,3.28,74.0,1.29,3.0,8.0,3.0,4.0,29.34,22.55,12.0,9.51,4.93,0.86,0.65,-2.0,1.53,1.18,13.06,65.11,0.85,15.43,3.84,1.03,2023-04-13,2023-03-15,2017-08-31,2022-10-30,2023-01-30
15,Laboratory Corporation of America Holdings ,LH,20.6,26.46,16.66,13.12,3.14,1.43,2.04,1.78,11.04,1.06,0.0,0.0,280.72,200.32,234.52,235.04,0.0,0.0,0.09,0.0,0.09,0.0,93.0,0.0,2.21,2.0,2.0,0.0,2.88,1.0,2.16,1.0,0.0,15.0,2.0,9.0,14.0,7.0,13.0,14.88,163.3,-9.0,4.39,2.66,1.28,14.01,-86.0,0.43,4.86,6.37,63.02,1.5,114.47,1.96,1.17,2023-06-07,2023-05-16,2002-05-12,2022-12-30,2022-12-30
16,Coterra Energy Inc. ,CTRA,19.87,21.8,5.11,10.83,0.0,2.29,1.57,2.41,3.15,0.24,0.0,0.0,36.55,22.25,24.59,26.9,0.01,0.01,0.77,0.0,0.71,2.0,96.0,0.04,3.34,6.0,5.0,0.03,2.05,8.0,2.49,10.0,2.31,32.0,0.0,45.0,58.0,16.0,33.0,9.05,11.37,-2.0,7.64,6.91,4.06,5.08,10.0,0.67,0.88,2.6,20.51,1.85,16.48,5.46,2.78,2023-03-29,2023-03-14,,2022-12-30,2022-12-30
17,Equity Residential ,EQR,22.82,30.54,30.33,39.53,2.81,8.58,2.05,11.16,15.34,0.82,0.0,0.0,94.32,54.6,61.42,65.95,0.0,0.0,0.38,0.0,0.37,2.0,93.0,0.01,3.0,2.0,2.0,0.01,2.65,4.0,2.5,4.0,3.32,126.0,2.0,28.0,30.0,2.0,7.0,2.74,7.27,8.0,1.75,1.69,0.77,1.99,-70.0,0.05,0.14,7.73,66.1,0.29,29.43,1.45,1.41,2023-04-13,2023-03-23,2001-10-11,2022-12-30,2022-12-30
18,"VeriSign, Inc. ",VRSN,22.41,23.22,34.25,32.15,2.72,16.2,0.0,16.3,23.17,0.99,0.0,0.0,224.56,155.25,205.1,194.29,0.0,0.0,0.1,0.0,0.1,1.0,96.0,0.0,2.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,66.0,32.0,0.0,1.42,13.21,8.0,1.22,0.99,0.67,6.26,-46.0,0.98,9.35,1.8,0.0,0.93,-14.84,0.83,0.66,2011-05-17,2011-05-04,1999-12-06,2022-12-30,2022-12-30
19,M&T Bank Corporation ,MTB,19.86,0.0,10.25,6.83,1.55,2.37,0.85,0.0,0.0,0.81,0.0,0.0,193.42,110.0,139.14,160.78,0.0,0.0,0.17,0.0,0.17,1.0,86.0,0.0,1.57,2.0,2.0,0.0,5.2,4.0,4.8,4.0,2.86,42.0,10.0,26.0,40.0,1.0,9.0,7.66,46.95,58.0,7.66,0.0,1.89,11.53,67.0,26.63,158.71,9.58,0.0,0.0,137.69,4.57,0.0,2023-03-30,2023-03-02,2000-10-05,2022-12-30,2022-12-30
20,The Clorox Company ,CLX,19.65,22.57,45.2,29.5,1.69,2.79,61.23,3.19,24.91,0.27,0.0,0.0,160.59,120.5,153.79,145.66,0.0,0.0,0.12,0.0,0.12,0.0,83.0,0.01,4.92,5.0,4.0,0.01,4.72,3.0,5.88,4.0,2.63,133.0,2.0,6.0,10.0,7.0,91.0,7.06,57.29,1.0,2.54,0.93,0.43,3.52,44.0,0.17,1.36,3.08,627.9,0.86,2.6,0.95,0.56,2023-05-11,2023-04-24,1999-08-23,2022-06-29,2022-12-30
21,"CenterPoint Energy, Inc. ",CNP,19.33,36.39,19.26,20.58,3.34,2.08,2.09,3.9,11.27,0.87,0.0,0.0,33.5,25.03,28.97,29.84,0.0,0.0,0.63,0.0,0.63,0.0,93.0,0.01,2.18,2.0,1.0,0.01,0.76,2.0,0.7,2.0,3.48,44.0,1.19,11.0,17.0,3.0,11.0,9.32,14.81,17.0,3.57,2.65,1.01,1.59,-80.0,0.62,0.98,16.87,168.04,0.92,14.7,1.81,-1.52,2023-03-08,2023-02-14,2002-09-30,2022-12-30,2022-12-30
22,STERIS plc ,STE,19.4,22.39,0.0,0.0,0.0,4.09,3.21,4.68,28.68,0.85,0.0,0.0,255.93,159.21,191.0,191.29,0.0,0.0,0.1,0.0,0.1,0.0,96.0,0.0,3.92,3.0,2.0,0.0,1.88,1.0,1.8,1.0,0.92,0.0,2.0,-1.0,14.0,4.0,-0.0,4.78,47.85,1.0,2.02,1.33,-0.03,-0.29,-14.0,0.26,2.61,3.25,53.77,2.48,60.75,0.71,0.5,2023-03-22,2023-02-22,1998-08-24,2022-03-30,2022-12-30
23,"Alexandria Real Estate Equities, Inc. ",ARE,21.3,31.04,38.69,35.97,0.0,7.68,1.12,11.99,17.56,0.96,0.0,0.0,203.39,114.95,141.21,147.43,0.0,0.0,0.17,0.0,0.17,1.0,96.0,0.0,1.81,2.0,1.0,0.0,4.84,4.0,4.72,4.0,2.67,148.0,1.0,20.0,24.0,1.0,3.0,2.59,16.02,16.0,1.81,1.55,0.51,3.17,-28.0,0.83,4.77,10.57,46.58,3.08,111.11,1.29,1.33,2023-04-13,2023-03-29,2006-04-23,2022-12-30,2022-12-30
24,Southwest Airlines Co. ,LUV,19.46,16.6,37.6,10.81,0.28,0.88,1.82,0.7,6.97,1.15,0.0,0.0,50.1,28.95,33.03,35.74,0.01,0.01,0.59,0.0,0.59,0.0,77.0,0.01,1.66,2.0,2.0,0.01,0.72,2.0,0.18,1.0,0.0,0.0,1.5,2.0,5.0,2.0,5.0,23.81,40.16,22.0,5.98,2.22,0.54,0.88,0.0,12.29,20.68,9.43,88.25,1.43,17.99,3.79,-0.36,2023-03-28,2023-03-06,2001-02-15,2022-12-30,2022-12-30
25,Omnicom Group Inc. ,OMC,18.85,21.0,14.71,12.82,2.26,1.36,5.79,1.47,8.88,0.85,0.0,0.0,96.52,61.31,90.81,77.11,0.0,0.0,0.2,0.0,0.2,1.0,96.0,0.01,4.81,5.0,5.0,0.01,2.8,3.0,2.8,3.0,3.7,44.0,2.0,9.0,15.0,5.0,34.0,14.29,69.5,0.0,2.76,2.38,1.32,6.36,3.0,4.34,21.42,6.85,164.65,0.97,16.04,0.93,0.57,2023-04-05,2023-03-08,2007-06-25,2022-12-30,2022-12-30
26,"Take-Two Interactive Software, Inc. ",TTWO,20.31,22.68,0.0,20.75,0.5,3.66,2.13,4.69,35.41,0.7,0.0,0.0,140.69,90.0,114.45,115.16,0.0,0.0,0.17,0.0,0.16,2.0,98.0,0.01,3.23,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-8.0,-2.0,-0.0,-6.0,4.83,32.95,56.0,2.04,0.76,-0.4,-2.28,0.0,1.13,6.7,3.5,36.63,0.87,56.68,0.27,1.23,,,2005-04-11,2022-03-30,2022-12-30
27,Xylem Inc. ,XYL,18.55,19.56,52.41,31.85,2.41,3.37,5.31,3.54,26.94,1.07,0.0,0.0,118.58,72.08,102.31,99.61,0.0,0.0,0.18,0.0,0.17,1.0,93.0,0.01,8.82,8.0,7.0,0.01,1.32,1.0,1.2,1.0,1.16,61.0,0.0,6.0,9.0,4.0,11.0,5.52,30.64,14.0,2.09,0.74,0.35,1.96,32.0,0.94,5.24,2.2,62.75,1.89,19.38,0.6,0.29,2023-03-21,2023-02-20,,2022-12-30,2022-12-30
28,Northern Trust Corporation ,NTRS,18.69,0.0,14.65,13.04,1.42,2.78,1.8,0.0,0.0,1.1,0.0,0.0,115.36,76.15,91.11,92.24,0.0,0.0,0.21,0.0,0.21,1.0,86.0,0.0,3.01,2.0,2.0,0.0,3.0,3.0,2.9,3.0,2.63,47.0,2.0,20.0,27.0,1.0,11.0,6.75,32.4,-10.0,6.75,0.0,1.28,6.21,-62.0,8.75,42.03,17.26,0.0,0.0,49.78,2.39,0.0,2023-03-31,2023-03-08,1999-12-09,2022-12-30,2022-12-30
29,"Nasdaq, Inc. ",NDAQ,26.58,31.75,24.05,20.83,2.62,4.35,4.32,5.1,17.13,0.97,0.0,0.0,69.22,46.77,55.86,59.3,0.0,0.0,0.49,0.0,0.34,19.0,78.0,0.01,2.6,2.0,1.0,0.01,0.8,1.0,0.78,1.0,1.52,35.0,0.0,18.0,27.0,5.0,18.0,6.23,12.64,8.0,3.58,1.95,1.12,2.26,-7.0,0.52,1.07,5.9,95.8,0.97,12.51,1.71,1.39,2023-03-30,2023-03-15,,2022-12-30,2022-12-30
30,"Darden Restaurants, Inc. ",DRI,18.56,22.9,20.06,17.21,1.93,1.84,9.08,2.22,14.83,1.23,0.0,0.0,155.9,110.96,148.88,137.45,0.0,0.0,0.12,0.0,0.12,0.0,92.0,0.01,3.33,7.0,4.0,0.0,4.84,3.0,4.73,3.0,2.64,62.0,1.12,9.0,11.0,7.0,44.0,10.32,84.07,14.0,2.0,1.52,0.95,7.65,16.0,0.28,2.27,5.94,290.38,0.46,16.84,1.48,1.03,2023-04-30,2023-04-05,2015-11-09,2022-05-28,2023-02-25
31,Invitation Homes Inc. ,INVH,19.56,27.06,50.73,45.66,5.41,8.73,1.9,12.09,20.39,0.89,0.0,0.0,44.36,28.52,31.52,33.38,0.0,0.0,0.61,0.0,0.61,0.0,105.0,0.02,4.44,4.0,3.0,0.02,1.04,3.0,0.92,3.0,1.98,140.0,0.0,17.0,29.0,2.0,4.0,2.23,3.65,11.0,1.35,1.28,0.38,0.63,35.0,0.38,0.62,7.79,75.43,3.88,16.83,1.02,0.86,2023-02-27,2023-02-12,,2022-12-30,2022-12-30
32,"The Cooper Companies, Inc. ",COO,18.39,20.97,49.26,29.85,3.1,5.46,2.51,6.21,23.15,0.89,0.0,0.0,421.27,244.22,347.63,316.92,0.0,0.0,0.05,0.0,0.05,1.0,102.0,0.0,3.72,3.0,3.0,0.0,0.06,0.0,0.06,0.0,0.02,1.0,2.0,11.0,16.0,3.0,5.0,3.38,68.55,9.0,2.17,0.91,0.38,7.56,-11.0,0.12,2.39,2.7,36.74,1.72,148.49,0.69,0.53,2023-02-09,2023-01-19,2002-11-24,2022-10-30,2023-01-30
